razao	cliente	bairro	cidade	uf	pre	logradouro	numero	cep	endereco	Latitude	Longitude	Endereco Formatado
Comercial Adenil Ltda	Comercial Adenil L-Rede-MG-Construai	Alto das Mercês	Campo Belo	MG	R	Prudente de Morais	494	37270000	R. Prudente de Morais, 494 - Alto das Mercês, Campo Belo - Campo Belo, Brasil	-20,8856435	-45,2781009	R. Prudente de Morães, 494, Campo Belo - MG, 37270-000, Brazil
Comercial Agro Tintas São Matheus Ltda	Comercial Agro Tintas Sao Matheus	São Matheus	Vinhedo	SP	Av	Independência	7232	13280000	Av. Independência, 7232 - São Matheus, Vinhedo - Vinhedo, Brasil	-23,0126962	-46,9863178	Av. Independência, 7232 - Jardim Sao Matheus, Vinhedo - SP, 13280-000, Brazil
Comercial Antonio Carvalho Ltda EPP	Coml Antonio Carvalho	Vl. Camilópolis	Santo André	SP	R	Alemanha	1204	9240001	R. Alemanha, 1204 - Vl. Camilópolis, Santo André - Santo André, Brasil	-23,6285179	-46,5266846	R. Alemanha, 1204 - Vila Camilopolis, Santo André - SP, 09240-001, Brazil
Comercial Arco Iris de Santos Ltda EPP	Comercial Arco Iris de Santos Ltda EPP	Embaré	Santos	SP	Av	Dr. Pedro Lessa	1349	11025001	Av. Dr. Pedro Lessa, 1349 - Embaré, Santos - Santos, Brasil	-23,9710808	-46,3091005	Avenida Doutor Pedro Lessa, 1349 - Ponta da Praia, Santos - SP, 11025-001, Brazil
Comercial Arruda Construções Ltda	Arruda Construções	Tiberão	Floriano	PI	Av	Calisto Lobo	560	64800000	Av. Calisto Lobo, 560 - Tiberão, Floriano - Floriano, Brasil	-6,7795747	-43,0113938	Av. Calixto Lôbo, 560 - Tiberão, Floriano - PI, 64800-000, Brazil
Comercial Azevedo Mat p/ Construção Ltda	Coml Azevedo Mat Constr	Baln. Flórida Mirim	Mongaguá	SP	Av	Monteiro Lobato 	12140	11730000	Av. Monteiro Lobato , 12140 - Baln. Flórida Mirim, Mongaguá - Mongaguá, Brasil	-24,13665	-46,706629	Av. Monteiro Lobato, 12140 - Balneário Flórida Mirim, Mongaguá - SP, 11730-000, Brazil
Comercial Bandeirante Ltda	Coml Bandeirante	Centro	União da Vitória	PR	R	Joaquim Tavora	88	84600000	R. Joaquim Tavora, 88 - Centro, União da Vitória - União da Vitória, Brasil	-26,2376461	-51,0900429	R. Joaquim Távora, 88 - Centro, União da Vitória - PR, 84600-000, Brazil
Comercial Bertato Ltda Epp	Coml Bertato	Santa Cruz	São Pedro	SP	R	Joaquim Teixeira Barros 	483	13520000	R. Joaquim Teixeira Barros , 483 - Santa Cruz, São Pedro - São Pedro, Brasil	-22,5490772	-47,9065139	R. Joaquim Teixeira de Barros, 483 - Pallu, São Pedro - SP, 13520-000, Brazil
Comercial Bogo Ltda ME	Coml Bogo - Rede Bem Viver	Centro	Medianeira	PR	R	Paraná	2171	85884000	R. Paraná, 2171 - Centro, Medianeira - Medianeira, Brasil	-25,2894133	-54,0854914	R. Parána, 2171 - Ipê, Medianeira - PR, 85884-000, Brazil
Comercial Bontempi Ltda Me	Comercial Bontempi	Ipiranga	São Paulo	SP	R	Vergueiro	7762	4272300	R. Vergueiro, 7762 - Ipiranga, São Paulo - São Paulo, Brasil	-23,6103781	-46,6086507	Rua Vergueiro, 7762 - Vila Brasilio Machado, São Paulo - SP, Brazil
Comercial Caboclo Ltda	Comercial Caboclo	Pindorama	Parnaíba	PI	Av	Dep Pinheiro Machado	1550	64210900	Av. Dep Pinheiro Machado, 1550 - Pindorama, Parnaíba - Parnaíba, Brasil	-2,9180383	-41,7543879	Av. Pinheiro Machado, 1550 - Rodoviária, Parnaíba - PI, Brazil
Comercial Camargo de Madeiras Eireli EPP	Comercial Camargo de Mad Eireli EPP	Jd. Casqueiro	Cubatão	SP	R	Estados Unidos	60	11533040	R. Estados Unidos, 60 - Jd. Casqueiro, Cubatão - Cubatão, Brasil	-23,9247843	-46,4091053	R. Estados Unidos, 60 - Casqueiro, Cubatão - SP, 11533-040, Brazil
Comercial Canal Ltda	Canal da Construção	Boa Viagem	Recife	PE	Av	Fernando Simões Barbosa	1274	51021060	Av. Fernando Simões Barbosa, 1274 - Boa Viagem, Recife - Recife, Brasil	-8,1285386	-34,9020029	Av. Fernando Simões Barbosa, 1274 - Boa Viagem, Recife - PE, Brazil
Comercial Carlito Pamplona Ltda	Comercial Carlito Pamplona	Carlito Pamplona	Fortaleza	CE	R	Gomes Passos	244	60335060	R. Gomes Passos, 244 - Carlito Pamplona, Fortaleza - Fortaleza, Brasil	-3,7120625	-38,5583364	R. Gomes Passos, 244 - Cristo Redentor, Fortaleza - CE, 60335-060, Brazil
Comercial Carlly de Mat de Construção Ltda	Carlly Material de Construção	Centro	Boa Viagem	CE	R	Agronomando Rangel	439	63870000	R. Agronomando Rangel, 439 - Centro, Boa Viagem - Boa Viagem, Brasil	-5,1261335	-39,7311486	R. Agronomando Rangel, 439 - Centro, Boa Viagem - CE, 63870-000, Brazil
Comercial Carrilho Ltda ME	Coml Carrilho Ltda	Pq. Novo Oratório	Santo André	SP	R	Fenícia	352	9260230	R. Fenícia, 352 - Pq. Novo Oratório, Santo André - Santo André, Brasil	-23,6293524	-46,4987755	R. Fenícia, 352 - Parque Novo Oratório, Santo André - SP, 09260-230, Brazil
Comercial Casa D Agua de Santos Ltda	Coml Casa D Agua De Santos Ltda	Macuco	Santos	SP	R	Rodrigo Silva 	167	11015240	R. Rodrigo Silva , 167 - Macuco, Santos - Santos, Brasil	-23,9622358	-46,3103063	R. Rodrigo Silva, 167 - Macuco, Santos - SP, 11015-240, Brazil
Comercial Casa Nova Eireli Me	Comercial Casa Nova	Santa Mônica	Altinópolis	SP	Av	Cel Antônio J Figueiredo	770	14350000	Av. Cel Antônio J Figueiredo, 770 - Santa Mônica, Altinópolis - Altinópolis, Brasil			
Comercial Chuveirão das Tintas Ltda	Comercial Chuveirão	Centro	Ourinhos	SP	R	São Paulo	515	19900051	R. São Paulo, 515 - Centro, Ourinhos - Ourinhos, Brasil	-22,9765165	-49,867066	R. São Paulo, 515 - Centro, Ourinhos - SP, 19900-051, Brazil
Comercial Chuveirão das Tintas Ltda	Comercial Chuveirão	Vl. Jesus	Presidente Prudente	SP	Av	Brasil	325	19010030	Av. Brasil, 325 - Vl. Jesus, Presidente Prudente - Presidente Prudente, Brasil	-22,1171812	-51,3797357	Av. Brasil, 325 - Vila Jesus, Pres. Prudente - SP, 19010-030, Brazil
Comercial Chuveirão das Tintas Ltda	Comercial Chuveirão	Centro	Araçatuba	SP	R	Mal Deodoro da Fonseca	675	16010301	R. Mal Deodoro da Fonseca, 675 - Centro, Araçatuba - Araçatuba, Brasil	-21,2084942	-50,4454693	R. Mal. Deodoro, 675 - Centro, Araçatuba - SP, 16010-301, Brazil
Comercial Construagro Lopes Ltda ME	Coml Construagro Lopes Ltda ME	Jd. Novo II	Mogi Guaçu	SP	R	Maria C Chiarelli Silva 	454	13847176	R. Maria C Chiarelli Silva , 454 - Jd. Novo II, Mogi Guaçu - Mogi Guaçu, Brasil	-22,3444355	-46,9286919	Rua Maria Conceição Chiarelli Silva, 454 - Jardim Novo II, Mogi Guaçu - SP, Brazil
Comercial Construana Ltda ME	Coml Construana Ltda ME	Jk	Anápolis	GO	Av	JK	3315	75114225	Av. JK, 3315 - Jk, Anápolis - Anápolis, Brasil	-16,3556051	-48,9147113	Av. Juscelino Kubitschek, Anápolis - GO, Brazil
Comercial Construmar Ltda Me	Coml Construmar Ltda Me	Vl. Mathias	Santos	SP	R	Luis de Camões	171	11015401	R. Luis de Camões, 171 - Vl. Mathias, Santos - Santos, Brasil	-23,95291	-46,3231297	R. Luís de Camões, 171 - Vila Matias, Santos - SP, 11015-401, Brazil
Comercial Correa Baffa Ltda ME	Coml Correa Baffa	Centro	Vinhedo	SP	R	Humberto Pescarini 	57	13280000	R. Humberto Pescarini , 57 - Centro, Vinhedo - Vinhedo, Brasil	-23,0282992	-46,9758163	R. Humberto Pescarini, 57 - Vila Thereza, Vinhedo - SP, 13280-000, Brazil
Comercial Crespurze Ltda ME	Coml Crespurze Ltda ME	Vl.Industrial	São Paulo	SP	Av	Moraes Costa	614	3253000	Av. Moraes Costa, 614 - Vl.Industrial, São Paulo - São Paulo, Brasil	-23,607905	-46,5323755	Av. Morais Costa, 614 - Vila Industrial, São Paulo - SP, Brazil
Comercial Danny Mat p/ Construções Ltda EPP	Coml Danny Mat Constr Ltda	Jaragua	São Paulo	SP	R	Mauro de Araujo Ribeiro	284	5182000	R. Mauro de Araujo Ribeiro, 284 - Jaragua, São Paulo - São Paulo, Brasil	-23,4525052	-46,7473428	R. Mauro de Araújo Ribeiro, 284 - Cidade D'Abril, São Paulo - SP, Brazil
Comercial de Acabamentos Delfino Ltda Epp	Comercial de Acab Delfino Ltda Me	Centro	Guaira	PR	R	Monjoli 	501	85980000	R. Monjoli , 501 - Centro, Guaira - Guaira, Brasil	-24,0828765	-54,2531445	R. Monjoli, 501, Guaíra - PR, 85980-000, Brazil
Comercial de Construção 2001 Ltda	Comercial 2001 - PE - Santa Cruz	Santa Cruz	Carpina	PE	Av	Eucarístico Internacional	1179	55811000	Av. Eucarístico Internacional, 1179 - Santa Cruz, Carpina - Carpina, Brasil	-7,846184	-35,2409279	Av. Congresso Eucarístico Internacional, 1179 - Santa Cruz, Carpina - PE, Brazil
Comercial de Ferragem 800 Ltda Me	Comercial de Ferragem 800 Ltda ME	Jd. Presidente Dutra	Guarulhos	SP	R	Waldemar de Paula Ferreira	89	7172010	R. Waldemar de Paula Ferreira, 89 - Jd. Presidente Dutra, Guarulhos - Guarulhos, Brasil	-23,4253599	-46,4330813	R. Waldemar de Paula Ferreira, 89 - Jardim Pres. Dutra, Guarulhos - SP, 07172-010, Brazil
Comercial de Ferragens Dragone Ltda EPP	Comercial de Ferragens Dragone Ltda	Centro	Dionísio Cerqueira	SC	R	Xv de Novembro	14	89950000	R. Xv de Novembro, 14 - Centro, Dionísio Cerqueira - Dionísio Cerqueira, Brasil	-26,2548003	-53,6383508	R. XV de Novembro, 14, Dionísio Cerqueira - SC, 89950-000, Brazil
Comercial de Ferragens Grandini Ltda Epp	Coml Ferr Grandini Ltda Epp	Jd. Krahe	Viamão	RS	R	Zeferino José Duarte	71	94435745	R. Zeferino José Duarte, 71 - Jd. Krahe, Viamão - Viamão, Brasil	-30,0966216	-51,0424801	Zeferino José Duarte, 71 - Jardim Krahe, Viamão - RS, Brazil
Comercial de Impermeab Impertudo Ltda ME	Impertudo - Salvador/BA	Boca do Rio	Salvador	BA	R	Clemente Mariani	2518-B	41706730	R. Clemente Mariani, 2518-B - Boca do Rio, Salvador - Salvador, Brasil	-12,9760432	-38,4257919	R. Clemente Mariani - Boca do Rio, Salvador - BA, 41706-730, Brazil
Comercial de Mat de Construção Coroa Ltda	Comercial Coroa - BA - Vera cruz	Barra do Gil	Vera Cruz	BA	Estr	BA-001	S/N	44470000	Estr. BA-001, S/N - Barra do Gil, Vera Cruz - Vera Cruz, Brasil	-12,9566324	-38,6323569	BA-001, Bahia, Brazil
Comercial de Mat p/ Construção Castor Ltda	Comercial de Mat Constr Castor Ltda	Sao Miguel Paulista	São Paulo	SP	Av	Dr Jose Artur Nova	1666	8090000	Av. Dr Jose Artur Nova, 1666 - Sao Miguel Paulista, São Paulo - São Paulo, Brasil	-23,4824315	-46,4312808	Av. Dr. José Artur Nova, 1666 - Parque Paulistano, São Paulo - SP, Brazil
Comercial de Mat p/ Construção Castor Ltda	Coml Mat Constr Castor	Vl.Nova Bonsucesso	Guarulhos	SP	Av	Armando Bei	170	7175000	Av. Armando Bei, 170 - Vl.Nova Bonsucesso, Guarulhos - Guarulhos, Brasil	-23,405712	-46,4056741	Av. Armando Bei, 170 - Vila Nova Bonsucesso, Guarulhos - SP, Brazil
Comercial de Material de Construção SM Ltda	SM Material de Construção	Cidade do Rosário	Correntina	BA	R	Vista da Aparecida (09)	S/N	47650000	R. Vista da Aparecida (09), S/N - Cidade do Rosário, Correntina - Correntina, Brasil			
Comercial de Tintas Cabrelon Ltda EPP	Coml Tintas Cabrelon Ltda EPP	Centro	São João da Boa Vista	SP	Av	Tereziano Valim 	348	13870140	Av. Tereziano Valim , 348 - Centro, São João da Boa Vista - São João da Boa Vista, Brasil	-21,9748272	-46,7999376	Av. Teresiano Valim, 348 - Centro, São João da Boa Vista - SP, 13870-140, Brazil
Comercial de Tintas Cunha Ltda	Comercial Tintas Cunha Ltda	Setembrina	Viamão	RS	R	11 de Junho	9	94410320	R. 11 de Junho, 09 - Setembrina, Viamão - Viamão, Brasil	-30,0800495	-51,0217737	Av. Bento Gonçalves, 1452 - Centro, Viamão - RS, 94415-700, Brazil
Comercial de Tintas de Machado Ltda	Coml Tintas de Machado	Pq. São Jorge	Marília	SP	Av	João Ramalho	1329	17520240	Av. João Ramalho, 1329 - Pq. São Jorge, Marília - Marília, Brasil	-22,2412393	-49,92651	Av. João Ramalho, 1329 - Parque Sao Jorge, Marília - SP, Brazil
Comercial de Tintas de Machado Ltda	Coml Tintas Machado.	Centro	Marília	SP	Av	Sampaio Vidal	1625	17500022	Av. Sampaio Vidal, 1625 - Centro, Marília - Marília, Brasil	-22,2358142	-49,9397222	Av. Sampaio Vidal, 1625 - Centro, Marília - SP, Brazil
Comercial de Tintas Guerreiro Ltda	Comercial Tintas Guerreiro Ltda	Vl. Aurora Oeste	Goiânia	GO	Av	Pio XII	347	74425010	Av. Pio XII, 347 - Vl. Aurora Oeste, Goiânia - Goiânia, Brasil	-16,675535	-49,3061664	Av. Pio XII, 347 - Vila Aurora Oeste, Goiânia - GO, 74425-010, Brazil
Comercial de Tintas Pascoal Ltda	Casa das Tintas Ipiaú	Centro	Ipiaú	BA	Pc	João Carlos Holenwerger	84	45570000	Pc. João Carlos Holenwerger, 84 - Centro, Ipiaú - Ipiaú, Brasil			
Comercial de Tintas Rangel Ltda ME	Comercial Tintas Rangel	Centro	Serra Negra	SP	R	Sete de Setembro	217	13930000	R. Sete de Setembro, 217 - Centro, Serra Negra - Serra Negra, Brasil	-22,6105453	-46,702755	Rod. Eng. Geraldo Mantovani, 217 - Estância Suíça, Serra Negra - SP, 13930-000, Brazil
Comercial de Tintas Suniga Ltda ME	Comercial de Tintas Suniga Ltda ME	Centro	Álvares Machado	SP	Av	Das Américas	458	19160000	Av. Das Américas, 458 - Centro, Álvares Machado - Álvares Machado, Brasil	-22,0778421	-51,4696327	Av. das Américas, 458, Álvares Machado - SP, 19160-000, Brazil
Comercial de Tintas Vladimir Ltda	Comercial Tintas Vladimir Ltda.	Celeste	Campo Bom	RS	Av	Gustavo Vetter	298	93700000	Av. Gustavo Vetter, 298 - Celeste, Campo Bom - Campo Bom, Brasil	-29,681368	-51,071625	Av. Gustavo Vetter, 571 - Celeste, Campo Bom - RS, 93700-000, Brazil
Comercial Devegili Mat  P/ Constr Ltda Epp	Comercial Devegili Mat Constr Ltda	Nova Brasília	Joinville	SC	R	Minas Gerais 	1231	89213300	R. Minas Gerais , 1231 - Nova Brasília, Joinville - Joinville, Brasil	-26,3289896	-48,8651669	R. Minas Gerais, 1231 - Nova Brasília, Joinville - SC, 89213-300, Brazil
Comercial do Ferro Ltda	Coml do Ferro.	Centro	Capanema	PA	R	D Pedro II	S/n	68700010	R. D Pedro II, S/n - Centro, Capanema - Capanema, Brasil	-1,1949037	-47,1723354	R. Dom Pedro II, Capanema - PA, Brazil
Comercial Du Ferragens Ltda Me	Coml Du Ferr Ltda Me	Vl.Morro Grande	São Paulo	SP	R	Hilario Correia 	160	2811110	R. Hilario Correia , 160 - Vl.Morro Grande, São Paulo - São Paulo, Brasil	-23,4738409	-46,7017177	Rua Hilário Correia, 160 - Jardim Monte Alegre (Zona Norte), São Paulo - SP, 02811-110, Brazil
Comercial e Distribuidora Bonfiglioli Ltda	Coml Distr Bonfiglioli Ltda (CCR)	Vl. Menck	Osasco	SP	R	Américo Vespucio	3	6273070	R. Américo Vespucio, 03 - Vl. Menck, Osasco - Osasco, Brasil	-23,4973294	-46,7689398	R. Américo Vespúcio, 3 - Vila Menck, Osasco - SP, 06273-070, Brazil
Comercial Ecoimper Ltda - EPP	Ecoimper	Aracui	Lauro de Freitas	BA	Av	Brig. Alberto da Costa Matos	508	42700000	Av. Brig. Alberto da Costa Matos, 508 - Aracui, Lauro de Freitas - Lauro de Freitas, Brasil	-12,887805	-38,314437	Av. Brg. Alberto Costa Matos, 508 - Aracui, Lauro de Freitas - BA, 42700-000, Brazil
Comercial Elétrica Craveiro Ltda Me	Coml Eletr Craveiro Ltda Me	Sao Miguel Paulista	São Paulo	SP	Estr	Do  Imperador	5095	8051000	Estr. Do  Imperador, 5095 - Sao Miguel Paulista, São Paulo - São Paulo, Brasil	-23,5147981	-46,4544392	Av. do Imperador, 5095 - Jardim Sao Sebastiao, São Paulo - SP, Brazil
Comercial Esteves Ltda	Coml Esteves Ltd	Centro	Barretos	SP	R	30	48	14780615	R. 30, 48 - Centro, Barretos - Barretos, Brasil	-20,5518866	-48,5797263	R. Trinta, 48 - Centro, Barretos - SP, 14780-120, Brazil
Comercial Estrela Santa Cruz Ltda EPP	Coml Estrela Santa Cruz.	Santa Cruz	Rio de Janeiro	RJ	R	Álvaro Alberto	7	23550000	R. Álvaro Alberto, 7 - Santa Cruz, Rio de Janeiro - Rio de Janeiro, Brasil	-22,9161863	-43,6842576	R. Álvaro Alberto, 7 - Santa Cruz, Rio de Janeiro - RJ, Brazil
Comercial Fares & Fares Ltda Me	Coml Fares & Fares Ltda Me	Vl.Augusta	Guarulhos	SP	Av	Guarulhos 	1492	7025000	Av. Guarulhos , 1492 - Vl.Augusta, Guarulhos - Guarulhos, Brasil	-23,4810731	-46,5411364	Av. Guarulhos, 1492 - Vila Gopouva, Guarulhos - SP, 07022-020, Brazil
Comercial Francys Ltda EPP	Comercial Francys Ltda	Vl.Antonieta	São Paulo	SP	R	Cel Jose Lopes de Toledo	622	3475015	R. Cel Jose Lopes de Toledo, 622 - Vl.Antonieta, São Paulo - São Paulo, Brasil	-23,5755285	-46,5149431	R. Cel. José Lopes de Tolêdo, 622 - Vila Antonieta, São Paulo - SP, Brazil
Comercial Garbel Ltda Epp	Coml Garbel.	Centro	Fartura	SP	R	Br do Rio Branco	50	18870000	R. Br do Rio Branco, 50 - Centro, Fartura - Fartura, Brasil	-23,3868322	-49,514682	R. Barão do Rio Branco, 50, Fartura - SP, 18870-000, Brazil
Comercial Girão Mat de Construção Ltda ME	Comercial Girão Mat	Cond. Maracanã	Santo André	SP	Av	Valentim Magalhães	2503	9120410	Av. Valentim Magalhães, 2503 - Cond. Maracanã, Santo André - Santo André, Brasil	-23,6898223	-46,4944931	Av. Valentim Magalhães, 2503 - Condomínio Maracanã, Santo André - SP, Brazil
Comercial Goes Mat p/ Construções Ltda  Me	Coml Goes Mat	Sao Miguel Paulista	São Paulo	SP	Av	Nordestina	1131	8021000	Av. Nordestina, 1131 - Sao Miguel Paulista, São Paulo - São Paulo, Brasil	-23,5024871	-46,4398337	Av. Nordestina, 1131 - Vila Americana, São Paulo - SP, Brazil
Comercial Hidro Forte de Bertioga Ltda EPP	Coml Hidro Forte Bertioga	Jd. Rio da Praia	Bertioga	SP	R	Cardeal Emílio Biayenda	651	11250000	R. Cardeal Emílio Biayenda, 651 - Jd. Rio da Praia, Bertioga - Bertioga, Brasil			
Comercial Hidrolar Ltda Me	Coml Hidrolar Ltda Me	Santo Antonio	Pará de Minas	MG	R	Manoel de Souza	53	35661191	R. Manoel de Souza, 53 - Santo Antonio, Pará de Minas - Pará de Minas, Brasil	-19,867348	-44,5966169	R. Manoel de Souza, 53 - Santo Antonio, Pará de Minas - MG, 35661-191, Brazil
Comercial Icaraí de Mat p/Construção Ltda	Caracui Construções	Icarai	Caucaia	CE	Rod	CE-090	7924	61605600	Rod. CE-090, 7924 - Icarai, Caucaia - Caucaia, Brasil	-3,680565	-38,661354	´Rod CE 090, 7924 km 08 - Icaraí, Caucaia - CE, 61620-340, Brazil
Comercial Incop Construções Ltda EPP	Comercial Incop Const	Aviação	Praia Grande	SP	Av	Dr Roberto Almeida Vinhas	2501	11702360	Av. Dr Roberto Almeida Vinhas, 2501 - Aviação, Praia Grande - Praia Grande, Brasil	-24,0104118	-46,4418883	Av. Dr. Roberto de Almeida Vinhas, 2501 - Vilamar, Praia Grande - SP, 11707-520, Brazil
Comercial Irmãos Becker Eireli	Coml Irmãos Becker	Sion	Belo Horizonte	MG	R	Grão Mogol	1050	30315600	R. Grão Mogol, 1050 - Sion, Belo Horizonte - Belo Horizonte, Brasil	-19,949626	-43,9347011	R. Grão Mogol, 1050 - Sion, Belo Horizonte - MG, 30315-600, Brazil
Comercial Irmãos Cimini Ltda ME	Coml Irmaos Cimini Ltda ME	Vera Cruz	Governador Valadares	MG	R	Americo Vespucio	237	35041010	R. Americo Vespucio, 237 - Vera Cruz, Governador Valadares - Governador Valadares, Brasil	-18,8979371	-41,9558399	R. Américo Vespúcio, 237 - Jardim Vera Cruz, Gov. Valadares - MG, 35041-010, Brazil
Comercial Italuzia Ltda EPP	Comercial Italuiza	Trancoso	Porto Seguro	BA	Av	Tancredo Neves	340	45810000	Av. Tancredo Neves, 340 - Trancoso, Porto Seguro - Porto Seguro, Brasil	-19,88175	-43,9936432	31330-430 - Av. Pres. Tancredo Neves, 3885 - Castelo, Belo Horizonte - MG, 31330-430, Brazil
Comercial Ivaiporã Ltda	Comercial Ivaiporã - PR - Ivaiporã	Zn Suburbana	Ivaiporã	PR	AC	Secundario a Br 466 Km 01	Sn	86870000	AC. Secundario a Br 466 Km 01, Sn - Zn Suburbana, Ivaiporã - Ivaiporã, Brasil			
Comercial J A Vieira Ltda EPP	Coml J A Vieira Ltda	Vl.Lavradores	Botucatu	SP	R	Major Matheus 	9	18609083	R. Major Matheus , 09 - Vl.Lavradores, Botucatu - Botucatu, Brasil	-22,8751345	-48,4452722	R. Maj. Matheus, 9 - Vila dos Lavradores, Botucatu - SP, Brazil
Comercial J A Vieira Ltda EPP	Coml J A Vieira Ltda EPP	Vl.Lavradores	Botucatu	SP	R	Major Matheus 	9	18609083	R. Major Matheus , 09 - Vl.Lavradores, Botucatu - Botucatu, Brasil	-22,8751345	-48,4452722	R. Maj. Matheus, 9 - Vila dos Lavradores, Botucatu - SP, Brazil
Comercial Jardim Beatriz Ltda Epp	Coml Jardim Beatriz	Jd. Beatriz	Pará de Minas	MG	R	Jose Simoes	147	35661258	R. Jose Simoes, 147 - Jd. Beatriz, Pará de Minas - Pará de Minas, Brasil	-19,8789786	-44,5968739	R. José Simões, 147 - Jardim Beatriz, Pará de Minas - MG, 35661-258, Brazil
Comercial Jimenez Ltda	Comercial Jimenez.	Paulas e Mendes	Piedade	SP	Rod	Antonio Leite Oliveira 	121	18170000	Rod. Antonio Leite Oliveira , 121 - Paulas e Mendes, Piedade - Piedade, Brasil	-23,7073063	-47,4245016	Via Antônio Leite de Oliveira, 121 - Paulas e Mendes, Piedade - SP, 18170-000, Brazil
Comercial José Dino de Mat de Construção Ltda	Comercial José Dino de Mat de Construção	Centro	Limoeiro do Norte	CE	Av	Dom Aureliano Matos	2426	62930000	Av. Dom Aureliano Matos, 2426 - Centro, Limoeiro do Norte - Limoeiro do Norte, Brasil	-5,1423365	-38,0983681	Av. Dom Aureliano Matos, 2426 - Luís Alves de Freitas, Limoeiro do Norte - CE, 62930-000, Brazil
Comercial José Lucena Ltda	COMJOL	Santa Catarina	Natal	RN	Av	Dr João Medeiros Filho	2839	59120200	Av. Dr João Medeiros Filho, 2839 - Santa Catarina, Natal - Natal, Brasil	-5,7610069	-35,2523271	Av. Dr. João Medeiros Filho, 1835 - Potengi, Natal - RN, 59110-200, Brazil
Comercial José Lucena Ltda	COMJOL - Alecrim	Alecrim	Natal	RN	Av	Presidente Bandeira	882	59031200	Av. Presidente Bandeira, 882 - Alecrim, Natal - Natal, Brasil	-5,803981	-35,214424	R. Pres. Bandeira, 882 - Alecrim, Natal - RN, 59030-200, Brazil
Comercial José Lucena Ltda	COMJOL - Lagoa Nova	Lagoa Nova	Natal	RN	Av	Prudente de Morais	3830	59050200	Av. Prudente de Morais, 3830 - Lagoa Nova, Natal - Natal, Brasil	-5,8160099	-35,2120134	Av. Prudente de Morais, 3830 - Lagoa Nova, Natal - RN, 59050-260, Brazil
Comercial José Lucena Ltda	COMJOL - Natal/RN	Santa Catarina	Natal	RN	Av	Dr João Medeiros Filho	2839	59120200	Av. Dr João Medeiros Filho, 2839 - Santa Catarina, Natal - Natal, Brasil	-5,7610069	-35,2523271	Av. Dr. João Medeiros Filho, 1835 - Potengi, Natal - RN, 59110-200, Brazil
Comercial José Lucena Ltda	Comjol - Parnamirim /RN	Monte Castelo	Parnamirim	RN	Av	Piloto Pereira Tim	2108	59146220	Av. Piloto Pereira Tim, 2108 - Monte Castelo, Parnamirim - Parnamirim, Brasil	-5,912531	-35,2617622	Av. Piloto Pereira Tim, 2108 - Monte Castelo, Parnamirim - RN, 59146-220, Brazil
Comercial Mafiti Ltda ME	Coml Mafiti Ltda	Centro	Mandaguaçu	PR	Av	Munhoz da Rocha	714	87160000	Av. Munhoz da Rocha, 714 - Centro, Mandaguaçu - Mandaguaçu, Brasil	-23,3458179	-52,0943792	Av. Munhoz da Rocha, 714 - Vila Delfino, Mandaguaçu - PR, 87160-000, Brazil
